,Unnamed: 0,CITY,COUNTY,COUNTY_FIPS,END_USE,FACILITY_ID,FINAL_NAICS_CODE,MECS_NAICS,REPORTING_YEAR,STATE,Temp_degC,UNIT_NAME,UNIT_TYPE,Lat,Lon,LLType,geometry,FacilityName,Demand 300,Demand 550,Demand 850,Emissions 300,Emissions 550,Emissions 850,Count300,Count550,Count850,Temp 300,Temp 550,Temp 850,Industry,Company
723,91450,LOGANSPORT,CASS COUNTY,18017,CHP and/or Cogeneration Process,1005969,325193,325193,2015,IN,450,GP-Clymers Facility,OCS (Other combustion source),40.719022,-86.435982,Facility,POINT (-9622009.502456559 4970985.395265353),ANDERSONS CLYMERS ETHANOL LLC,628.3374141,628.3374141,628.3374141,0.03163246,0.03163246,0.03163246,2,2,2,265.4549356240539,265.4549356240539,265.4549356240539,Ethyl Alcohol,Chicago River Marketing LLC
724,91451,HUDSON,LINCOLN COUNTY,46083,CHP and/or Cogeneration Process,1006030,325193,325193,2015,SD,450,CP-Main RTO Stack,OCS (Other combustion source),43.096842,-96.477478,Facility,POINT (-10739823.72397925 5326723.822547162),"SIOUX RIVER ETHANOL, LLC",2287.13401636,2287.13401636,2287.13401636,0.115141441,0.115141441,0.115141441,6,6,6,265.4549356234997,265.4549356234997,265.4549356234997,Ethyl Alcohol,"Sioux River Ethanol, LLC"
725,91452,BRIDGEPORT,MORRILL COUNTY,31123,CHP and/or Cogeneration Process,1002349,325193,325193,2015,NE,450,Boiler,"OB (Boiler, other)",41.642464,-103.07579,Facility,POINT (-11474344.4559144 5107571.839184634),BRIDGEPORT ETHANOL LLC,1599.3914941,1599.3914941,1599.3914941,0.080249031,0.080249031,0.080249031,4,4,4,264.20781084926745,264.20781084926745,264.20781084926745,Ethyl Alcohol,"BRIDGEPORT ETHANOL, LLC"
726,91453,BLOOMINGBURG,FAYETTE,39047,CHP and/or Cogeneration Process,1002989,325193,325193,2015,OH,450,GP-Thermal Oxidizers and Boilers (1and2),OCS (Other combustion source),39.596781,-83.392558,Facility,POINT (-9283217.09250853 4807519.440685198),Valero Bloominburg Plant,706.49504026,706.49504026,706.49504026,0.035567157,0.035567157,0.035567157,4,4,4,265.45493562296167,265.45493562296167,265.45493562296167,Ethyl Alcohol,Valero Energy Corporation
727,91454,LENA,STEPHENSON,17177,CHP and/or Cogeneration Process,1003422,325193,325193,2015,IL,450,GP-1,OCS (Other combustion source),42.3586,-89.80342,Facility,POINT (-9996870.985894479 5214848.26638785),ADKINS ENERGY LLC,658.1991261000001,658.1991261000001,658.1991261000001,0.033135792,0.033135792,0.033135792,2,2,2,265.4549356231666,265.4549356231666,265.4549356231666,Ethyl Alcohol,ADKINS ENERGY LLC
728,91455,HEREFORD,DEAF SMITH,48117,CHP and/or Cogeneration Process,1004799,325193,325193,2015,TX,450,CP-001,OCS (Other combustion source),34.821895,-102.370362,Facility,POINT (-11395816.57016308 4139703.650002615),WE HEREFORD ETHANOL FACILITY,878.2331917,878.2331917,878.2331917,0.04421299,0.04421299,0.04421299,2,2,2,265.4549356219692,265.4549356219692,265.4549356219692,Ethyl Alcohol,WHITE ENERGY HOLDING CO LLC
729,91456,FERGUS FALLS,OTTER TAIL COUNTY,27111,CHP and/or Cogeneration Process,1004731,325193,325193,2015,MN,450,GP-01,OCS (Other combustion source),46.3125,-96.1337,Facility,POINT (-10701554.53207332 5830569.768895839),GREEN PLAINS OTTER TAIL LLC,1344.8973837,1344.8973837,1344.8973837,0.067706317,0.067706317,0.067706317,2,2,2,265.4549356200818,265.4549356200818,265.4549356200818,Ethyl Alcohol,"GREEN PLAINS RENEWABLE ENERGY, INC"
730,91457,COON RAPIDS,GUTHRIE COUNTY,19077,CHP and/or Cogeneration Process,1006084,325193,325193,2015,IA,450,"GP-Tall Corn Ethanol,LLC d/b/a Poet",OCS (Other combustion source),41.85951,-94.63604,Facility,POINT (-10534835.78349187 5139957.8995168),"Tall Corn Ethanol,LLC d/b/a Poet Biorefining-Coon Rapids",1586.7145717,1586.7145717,1586.7145717,0.079880147,0.079880147,0.079880147,4,4,4,265.4549356213617,265.4549356213617,265.4549356213617,Ethyl Alcohol,"Tall Corn Ethanol,LLC "
731,91458,Madera,MADERA COUNTY,6039,CHP and/or Cogeneration Process,1011577,325193,325193,2015,CA,450,GP-1,OCS (Other combustion source),36.91832,-119.97338,Facility,POINT (-13355375.57034791 4427727.755652044),Pacific Ethanol Madera LLC,398.83341281,398.83341281,398.83341281,0.020078514,0.020078514,0.020078514,2,2,2,265.4549356228247,265.4549356228247,265.4549356228247,Ethyl Alcohol,New PE HOLD COMPANY LLC
732,91459,Ashton,OSCEOLA COUNTY,19143,CHP and/or Cogeneration Process,1009523,325193,325193,2015,IA,450,GP-Poet Ashton,OCS (Other combustion source),43.27694,-95.80833,Facility,POINT (-10665334.50935392 5354220.389172845),Otter Creek Ethanol dba Poet Biorefining Ashton,786.6011568,786.6011568,786.6011568,0.0395999489999999,0.0395999489999999,0.0395999489999999,2,2,2,265.45493562106594,265.45493562106594,265.45493562106594,Ethyl Alcohol,Otter Creek Ethanol dba Poet Biorefining Ashton
733,91460,Hereford,DEAF SMITH COUNTY,48117,CHP and/or Cogeneration Process,1000352,325193,325193,2015,TX,450,CP-NG1,OCS (Other combustion source),34.84651,-102.28653,Facility,POINT (-11386484.4346109 4143041.980095691),"Hereford Renewable Energy, LLC",377.73915038,377.73915038,377.73915038,0.019016563,0.019016563,0.019016563,2,2,2,265.4549356221274,265.4549356221274,265.4549356221274,Ethyl Alcohol,"Murphy Oil USA, Inc."
734,91461,LADDONIA,AUDRAIN COUNTY,29007,CHP and/or Cogeneration Process,1004984,325193,325193,2015,MO,450,GP-POET LAD,OCS (Other combustion source),39.250067,-91.645126,Facility,POINT (-10201888.7600054 4757555.08759805),POET BIOREFINING LADDONIA,7300.7870463,7300.7870463,7300.7870463,0.367544328,0.367544328,0.367544328,3,3,3,260.54002502338403,260.54002502338403,260.54002502338403,Ethyl Alcohol,POET LLC - Laddonia
735,91462,Pratt,PRATT,20151,CHP and/or Cogeneration Process,1011656,325193,325193,2015,KS,450,GP-Pratt Energy LLC,OCS (Other combustion source),37.689654,-98.714758,Facility,POINT (-10988876.59434123 4535676.623412914),Pratt Energy LLC,725.4757888,725.4757888,725.4757888,0.036522708,0.036522708,0.036522708,2,2,2,265.45493562279444,265.45493562279444,265.45493562279444,Ethyl Alcohol,Pratt Energy LLC
736,91463,MITCHELL,DAVISON COUNTY,46035,CHP and/or Cogeneration Process,1006672,325193,325193,2015,SD,450,GP-Prairie Ethanol,OCS (Other combustion source),43.803421,-98.10484,Facility,POINT (-10920980.83315558 5435071.355843212),PRAIRIE ETHANOL LLC (DBA POET BIOREFINING) MITCHELL,291.083562773,291.083562773,291.083562773,0.0146540259999999,0.0146540259999999,0.0146540259999999,8,8,8,265.4549356229959,265.4549356229959,265.4549356229959,Ethyl Alcohol,Prairie Ethanol dba POET Biorefining - Mitchell
737,91464,Buffalo Lake,RENVILLE COUNTY,27129,CHP and/or Cogeneration Process,1011915,325193,325193,2015,MN,450,Johnston + Boiler #1,"OB (Boiler, other)",44.72672673,-94.94679511,County,POINT (-10569428.88409848 5578602.310938684),Unknown,1963.1032529,1963.1032529,1963.1032529,0.0988287239999999,0.0988287239999999,0.0988287239999999,2,2,2,265.454935623524,265.454935623524,265.454935623524,Ethyl Alcohol,"West Ventures, LLC"
738,91465,SCOTLAND,BON HOMME,46009,CHP and/or Cogeneration Process,1004103,325193,325193,2015,SD,450,GP-,OCS (Other combustion source),43.1468,-97.7264,Facility,POINT (-10878853.08505977 5334343.06404269),"POET RESEARCH CENTER, INC.",74.77994018,74.77994018,74.77994018,0.0037646549999999,0.0037646549999999,0.0037646549999999,2,2,2,265.454935622282,265.454935622282,265.454935622282,Ethyl Alcohol,"POET Research Center, INC."
739,91466,HASTINGS,ADAMS,31001,CHP and/or Cogeneration Process,1000063,325193,325193,2015,NE,450,Natural Gas Boiler,"OB (Boiler, other)",40.585,-98.318889,Facility,POINT (-10944808.65884039 4951320.629645438),CHIEF ETHANOL FUELS INC,264.57531317,264.57531317,264.57531317,0.013319545,0.013319545,0.013319545,4,4,4,265.45493562266955,265.45493562266955,265.45493562266955,Ethyl Alcohol,CHIEF INDUSTRIES INC
740,91467,ALBERT CITY,BUENA VISTA COUNTY,19021,CHP and/or Cogeneration Process,1002505,325193,325193,2015,IA,450,CP-1,OCS (Other combustion source),42.775376,-94.942166,Facility,POINT (-10568913.57393045 5277844.041648898),VALERO ALBERT CITY PLANT,1880.4657642,1880.4657642,1880.4657642,0.094668496,0.094668496,0.094668496,2,2,2,265.4549356231242,265.4549356231242,265.4549356231242,Ethyl Alcohol,Valero Energy
741,91468,MINDEN,KEARNEY,31099,CHP and/or Cogeneration Process,1001677,325193,325193,2015,NE,450,GP-NGCombustion,OCS (Other combustion source),40.483268,-99.075345,Facility,POINT (-11029016.9555679 4936420.003122549),KAAPA ETHANOL LLC,435.71847112,435.71847112,435.71847112,0.021935423,0.021935423,0.021935423,2,2,2,265.4549356218718,265.4549356218718,265.4549356218718,Ethyl Alcohol,"KAAPA ETHANOL, LLC"
742,91469,EMMETSBURG,PALO ALTO COUNTY,19147,CHP and/or Cogeneration Process,1004490,325193,325193,2015,IA,450,Two Water Tube Boilers,"OB (Boiler, other)",43.09736,-94.65536,Facility,POINT (-10536986.476054 5326802.792343377),VOYAGER ETHANOL LLC,4257.9570461,4257.9570461,4257.9570461,0.214358801,0.214358801,0.214358801,2,2,2,265.4549356218551,265.4549356218551,265.4549356218551,Ethyl Alcohol,"Voyager Ethanol, LLC dba Poet Biorefining Emmetsburg"
743,91470,GARNETT,ANDERSON,20003,CHP and/or Cogeneration Process,1004792,325193,325193,2015,KS,450,CP-001,OCS (Other combustion source),38.271522,-95.237414,Facility,POINT (-10601780.43094818 4617854.092869224),EAST KANSAS AGRI-ENERGY,1340.7203163999998,1340.7203163999998,1340.7203163999998,0.067496031,0.067496031,0.067496031,2,2,2,265.4549356229924,265.4549356229924,265.4549356229924,Ethyl Alcohol,"EAST KANSAS AGRI-ENERGY, LLC"
744,91471,HANLONTOWN,WORTH COUNTY,19195,CHP and/or Cogeneration Process,1006007,325193,325193,2015,IA,450,GP-Process Plant,OCS (Other combustion source),43.29083,-93.39027,Facility,POINT (-10396157.30144633 5356344.428675365),IOWA ETHANOL LLC D.B.A. POET Biorefining - Hanlontown,363.75453092,363.75453092,363.75453092,0.018312534,0.018312534,0.018312534,2,2,2,265.4549356226614,265.4549356226614,265.4549356226614,Ethyl Alcohol,IOWA ETHANOL LLC D.B.A. POET Biorefining - Hanlontown
745,91472,TUSCOLA,Douglas,17041,CHP and/or Cogeneration Process,1007110,325193,325193,2015,IL,450,CS-01,OCS (Other combustion source),39.7983,-88.3501,Facility,POINT (-9835088.1435348 4836674.930047228),Equistar Tuscola Plant,551.11088463,551.11088463,551.11088463,0.027744636,0.027744636,0.027744636,2,2,2,265.4549356221631,265.4549356221631,265.4549356221631,Ethyl Alcohol,DTE ENERGY CO
746,91473,STERLING,LOGAN,8075,CHP and/or Cogeneration Process,1006055,325193,325193,2015,CO,450,Boiler,"OB (Boiler, other)",40.6375,-103.190556,Facility,POINT (-11487120.14859478 4959019.139436999),"STERLING ETHANOL, LLC",5867.8842253,5867.8842253,5867.8842253,0.294683622,0.294683622,0.294683622,5,5,5,260.00000000000006,260.00000000000006,260.00000000000006,Ethyl Alcohol,"STERLING ETHANOL, LLC"
747,91474,Hopewell,HOPEWELL CITY,51670,CHP and/or Cogeneration Process,1002926,325193,325193,2015,VA,450,GP-01,OCS (Other combustion source),37.29122918,-77.2969381,County,POINT (-8604655.789171187 4479778.4956567),Unknown,155.55782131,155.55782131,155.55782131,0.007831264,0.007831264,0.007831264,2,2,2,300.0,300.0,300.0,Ethyl Alcohol,GREEN PLAINS RENEWABLE ENERGY INC
749,91476,GOLDFIELD,WRIGHT COUNTY,19197,CHP and/or Cogeneration Process,1002138,325193,325193,2015,IA,450,S10,"OB (Boiler, other)",42.7324,-93.9114,Facility,POINT (-10454169.22768343 5271328.693417198),CORN LP,471.2561071,1509.3614800950002,1509.3614800950002,0.023724498,0.075985902,0.075985902,2,6,6,233.0,382.2477904800753,382.2477904800753,Ethyl Alcohol,"CORN, LP"
750,91477,RUSSELL,RUSSELL COUNTY,20167,CHP and/or Cogeneration Process,1006552,325193,325193,2015,KS,450,CP-001,OCS (Other combustion source),38.89814,-98.83979,Facility,POINT (-11002795.09291409 4707091.486330295),US ENERGY PARTNERS LLC DBA WHITE,488.1743051,1567.776411954,1567.776411954,0.024576213,0.078923573,0.078923573,2,6,6,233.0,382.4305281040239,382.4305281040239,Ethyl Alcohol,WHITE ENERGY HOLDING CO LLC
751,91478,FORT DODGE,WEBSTER COUNTY,19187,CHP and/or Cogeneration Process,1002379,325193,325193,2015,IA,450,GP-Fort Dodge,OCS (Other combustion source),42.509577,-94.305014,Facility,POINT (-10497986.13773254 5237619.899742599),Valero Fort Dodge Plant,565.7299815,1811.8649408,1811.8649408,0.028480607,0.091214917,0.091214917,1,3,3,233.0,382.2447257402664,382.2447257402664,Ethyl Alcohol,Valero Energy Corporation
752,91479,JEWELL,HAMILTON,19079,CHP and/or Cogeneration Process,1003498,325193,325193,2015,IA,450,GP-Natural Gas,OCS (Other combustion source),42.32502,-93.65963,Facility,POINT (-10426142.31948641 5209790.889266181),POET BIOREFINING,1198.042535284,3839.479272786,3839.479272786,0.060313188,0.193289517,0.193289517,3,9,9,233.0,382.2889351169788,382.2889351169788,Ethyl Alcohol,"Horizon Ethanol, LLC dba POET Biorefining - Jewell"
753,91480,OAKLEY,LOGAN,20109,CHP and/or Cogeneration Process,1000405,325193,325193,2015,KS,450,GP-Energy Center & Glycol Boilers,OCS (Other combustion source),39.12192,-100.735876,Facility,POINT (-11213866.42093435 4739150.643465487),WESTERN PLAINS ENERGY LLC,452.2614693,1448.4590300999998,1448.4590300999998,0.022768249,0.0729199329999999,0.0729199329999999,1,3,3,233.0,382.2447257404828,382.2447257404828,Ethyl Alcohol,"Western Plains Energy, LLC"
754,91481,JANESVILLE,WASECA,27161,CHP and/or Cogeneration Process,1000872,325193,325193,2015,MN,450,CP-001,OCS (Other combustion source),44.111944,-93.678611,Facility,POINT (-10428255.27474116 5482782.149452496),GUARDIAN ENERGY LLC,1203.971675,3855.963338,3855.963338,0.060611679,0.194121188,0.194121188,1,3,3,233.00000000000003,382.2447257471824,382.2447257471824,Ethyl Alcohol,"GUARDIAN ENERGY, LLC"
755,91482,MASON CITY,CERRO GORDO COUNTY,19033,CHP and/or Cogeneration Process,1002560,325193,325193,2015,IA,450,CP-1,OCS (Other combustion source),43.112025,-93.236943,Facility,POINT (-10379089.01788147 5329038.76854668),"GOLDEN GRAIN ENERGY, LLC - MASON CITY",1155.235021,3699.874325,3699.874325,0.058158124,0.186263181,0.186263181,1,3,3,233.00000000000003,382.244725756462,382.244725756462,Ethyl Alcohol,Golden Grain Energy LLC.
756,91483,HARTLEY,O'BRIEN COUNTY,19141,CHP and/or Cogeneration Process,1002690,325193,325193,2015,IA,450,GP-Hartley,OCS (Other combustion source),43.18294,-95.50569,Facility,POINT (-10631644.77866024 5339858.764088823),Valero Hartley Plant,246.0533886,788.0358527000001,788.0358527000001,0.012387093,0.0396721759999999,0.0396721759999999,1,3,3,233.0,382.2447257402556,382.2447257402556,Ethyl Alcohol,Valero Energy Corporation
757,91485,Fairmont,YORK,31185,CHP and/or Cogeneration Process,1002073,325193,325193,2015,NE,450,CP-1,OCS (Other combustion source),40.698759,-97.612454,Facility,POINT (-10866168.67436184 4968009.711556689),"Flint Hills Resources Fairmont, LLC",570.7993546,1831.445968368,1831.445968368,0.028735815,0.092198218,0.092198218,2,6,6,233.0,382.3684880212029,382.3684880212029,Ethyl Alcohol,"Koch Industries, Inc."
758,91486,NECEDAH,JUNEAU COUNTY,55057,CHP and/or Cogeneration Process,1005051,325193,325193,2015,WI,450,Package Boiler,"OB (Boiler, other)",43.99001,-90.07934,Facility,POINT (-10027586.25979416 5463896.337945171),"Marquis Energy - Wisconsin, LLC",1079.147744,3459.1857814030004,3459.1857814030004,0.054327654,0.174143915,0.174143915,2,6,6,233.0,382.3034161082201,382.3034161082201,Ethyl Alcohol,"Marquis Energy - Wisconsin, LLC"
759,91487,PHILLIPSBURG,PHILLIPS,20147,CHP and/or Cogeneration Process,1006936,325193,325193,2015,KS,450,GP-Boiler/TO/Dryers,OCS (Other combustion source),39.760046,-99.304262,Facility,POINT (-11054499.87944183 4831133.841580143),"PRAIRIE HORIZON AGRI-ENERGY, L",490.6348331,1571.357506,1571.357506,0.024700084,0.079107025,0.079107025,1,3,3,233.0,382.2447257379888,382.2447257379888,Ethyl Alcohol,"Prairie Horizon Agri Energy, LLC"
760,91488,Hankinson,RICHLAND,38077,CHP and/or Cogeneration Process,1004702,325193,325193,2015,ND,450,CP-NG,OCS (Other combustion source),46.073186,-96.886775,Facility,POINT (-10785386.45760247 5792085.094604165),"Hankinson Renewable Energy, LLC",942.6392588,3026.313668714,3026.313668714,0.047455392,0.152348652,0.152348652,1,4,4,233.0,382.4086193462813,382.4086193462813,Ethyl Alcohol,Guardian Energy Management
761,91489,RIGA,LENAWEE,26091,CHP and/or Cogeneration Process,1004228,325193,325193,2015,MI,450,GP-NatGas,OCS (Other combustion source),41.814436,-83.836092,Facility,POINT (-9332591.071538035 5133223.259134327),Green Plains Holdings II LLC,485.391734,1559.677315846,1559.677315846,0.02443613,0.078515243,0.078515243,1,4,4,233.0,382.4667960430861,382.4667960430861,Ethyl Alcohol,"GREEN PLAINS RENEWABLE ENERGY, INC"
762,91490,LITTLE FALLS,MORRISON COUNTY,27097,CHP and/or Cogeneration Process,1003924,325193,325193,2015,MN,450,CP-001,OCS (Other combustion source),46.022222,-94.338333,Facility,POINT (-10501695.19184628 5783911.02672979),Central MN Renewables,988.3097071,3166.145914444,3166.145914444,0.049754585,0.159392983,0.159392983,2,6,6,233.0,382.263637799409,382.263637799409,Ethyl Alcohol,CENTRAL MINNESOTA ETHANOL CO-OP
763,91491,LIBERAL,SEWARD,20175,CHP and/or Cogeneration Process,1006203,325193,325193,2015,KS,450,GP-Energy Center,OCS (Other combustion source),37.107705,-100.796294,Facility,POINT (-11220592.1219291 4454130.12718942),ARKALON ETHANOL LLC,944.0727941,3025.9064213149995,3025.9064213149995,0.047527561,0.152331831,0.152331831,1,4,4,233.0,382.296717811032,382.296717811032,Ethyl Alcohol,CONESTOGA ENERGY PARTNERS LLC
764,91492,IOWA FALLS,HARDIN COUNTY,19083,CHP and/or Cogeneration Process,1003573,325193,325193,2015,IA,450,CP-1,OCS (Other combustion source),42.507192,-93.28041,Facility,POINT (-10383927.74218778 5237259.746810566),"Flint Hills Resources Iowa Falls, LLC",574.2443301,1839.1338681,1839.1338681,0.028909246,0.09258772,0.09258772,1,3,3,233.0,382.2447257412344,382.2447257412344,Ethyl Alcohol,"Koch Industries, Inc."
765,91493,LAKE CRYSTAL,BLUE EARTH,27013,CHP and/or Cogeneration Process,1005020,325193,325193,2015,MN,450,"GP-Northstar Ethanol, LLC",OCS (Other combustion source),44.1011,-94.27418,Facility,POINT (-10494553.71255342 5481100.994272212),NORTHSTAR ETHANOL LLC,502.2922049,1608.7438061710002,1608.7438061710002,0.025286952,0.080989128,0.080989128,2,6,6,233.0,382.24688229089327,382.24688229089327,Ethyl Alcohol,"Northstar Ethanol, LLC"
766,91494,Marion,MARION COUNTY,39101,CHP and/or Cogeneration Process,1004902,325193,325193,2015,OH,450,CP-6,OCS (Other combustion source),40.61866,-83.15949,Facility,POINT (-9257272.081428327 4956255.77830444),Marion Ethanol LLC d/b/a Poet Biorefining - Marion,310.61743,996.759140768,996.759140768,0.015637448,0.050178496,0.050178496,2,6,6,233.0,382.3768606144254,382.3768606144254,Ethyl Alcohol,Marion Ethanol LLC d/b/a Poet Biorefining - Marion
767,91495,ALEXANDRIA,MADISON COUNTY,18095,CHP and/or Cogeneration Process,1006114,325193,325193,2015,IN,450,CP-Poet Alexandria,OCS (Other combustion source),40.29653,-85.65601,Facility,POINT (-9535183.416583549 4909127.241594085),POET BIOREFINING ALEXANDRIA,270.0181275,3031.58409554,3031.58409554,0.013593552,0.152535389,0.152535389,1,10,10,233.0,430.6721727582282,430.6721727582282,Ethyl Alcohol,Ultimate Ethanol LLC dba. Poet Biorefining Alexandria
768,91496,PLAINVIEW,HALE,48189,CHP and/or Cogeneration Process,1007819,325193,325193,2015,TX,450,CP-001,OCS (Other combustion source),34.180594,-101.627387,Facility,POINT (-11313108.97149095 4053077.242241599),PLAINVIEW BIOENERY LLC,1021.425199,3281.11829137,3281.11829137,0.051421722,0.165174501,0.165174501,2,6,6,233.0,382.44703527880046,382.44703527880046,Ethyl Alcohol,WHITE ENERGY HOLDING CO LLC
769,91497,PEORIA,Peoria,17143,CHP and/or Cogeneration Process,1000466,325193,325193,2015,IL,450,CP-Common Pipeline,OCS (Other combustion source),40.6776,-89.6069,Facility,POINT (-9974994.479563784 4964903.413399068),Archer Daniels Midland Co. - Peoria,958.332511,3076.015281356,3076.015281356,0.048245439,0.154851197,0.154851197,1,4,4,233.0,382.393653520692,382.393653520692,Ethyl Alcohol,ARCHER DANIELS MIDLAND CO
770,91498,Watertown,CODINGTON COUNTY,46029,CHP and/or Cogeneration Process,1005386,325193,325193,2015,SD,450,CP-001,OCS (Other combustion source),44.87639,-97.11368,Facility,POINT (-10810645.40666092 5602082.567712313),Glacial Lakes Energy,541.4733357,2176.05331336,2176.05331336,0.027259452,0.1095492929999999,0.1095492929999999,3,12,12,233.0,396.0032926925531,396.0032926925531,Ethyl Alcohol,GLACIAL LAKES CORN PROCESSORS
771,91499,STANLEY,CHIPPEWA,55017,CHP and/or Cogeneration Process,1004761,325193,325193,2015,WI,450,CP-001,OCS (Other combustion source),44.9589,-90.9608,Facility,POINT (-10125709.9381488 5615053.451386508),ACE ETHANOL LLC,478.1336492,1531.3199305,1531.3199305,0.024070735,0.077091409,0.077091409,1,3,3,233.0,382.2447257363637,382.2447257363637,Ethyl Alcohol,"ACE ETHANOL, LLC"
772,91500,MADISON,MADISON,17119,CHP and/or Cogeneration Process,1005170,325193,325193,2015,IL,450,GP-001,OCS (Other combustion source),38.68509,-90.18065,Facility,POINT (-10038864.03740643 4676663.276927565),"ABENGOA BIOENERGY OF ILLINOIS, LLC",445.4707903,1426.710504,1426.710504,0.022426385,0.071825045,0.071825045,1,3,3,233.0,382.2447257351236,382.2447257351236,Ethyl Alcohol,ABENGOA BIOENERGY
773,91501,MOUNT VERNON,POSEY COUNTY,18129,CHP and/or Cogeneration Process,1003377,325193,325193,2015,IN,450,GP-1,OCS (Other combustion source),37.909832,-87.726456,Facility,POINT (-9765664.411018519 4566695.917616338),ABENGOA BIOENERGY OF INDIANA,403.3345441,1291.7606345,1291.7606345,0.020305115,0.065031248,0.065031248,1,3,3,233.0,382.2447257393181,382.2447257393181,Ethyl Alcohol,"Abengoa Bioenergy Maple, LLC"
774,91502,WELCOME,MARTIN,27091,CHP and/or Cogeneration Process,1006946,325193,325193,2015,MN,450,CP-1,OCS (Other combustion source),43.663889,-94.582222,Facility,POINT (-10528844.79113636 5413574.71032546),VALERO WELCOME PLANT,1028.175106,3299.8745942629994,3299.8745942629994,0.051761533,0.166120844,0.166120844,1,4,4,233.0,382.38712816847806,382.38712816847806,Ethyl Alcohol,VALERO CORP
775,91503,SIOUX CENTER,SIOUX COUNTY,19167,CHP and/or Cogeneration Process,1002809,325193,325193,2015,IA,450,GP-Siouxland Energy Boilers,OCS (Other combustion source),43.08446,-96.23038,Facility,POINT (-10712316.90044322 5324836.368796161),SIOUXLAND ENERGY COOPERATIVE,462.7441221,1482.143740878,1482.143740878,0.023295978,0.074615642,0.074615642,2,6,6,233.0,382.2498407366242,382.2498407366242,Ethyl Alcohol,SIOUXLAND ENERGY COOPERATIVE
776,91504,WINDSOR,WELD COUNTY,8123,CHP and/or Cogeneration Process,1006942,325193,325193,2015,CO,450,"CP-AIRS ID003, ECH-001, AIRS ID009 Pilot",OCS (Other combustion source),40.455978,-104.857553,Facility,POINT (-11672689.4057887 4932426.696193025),FRONT RANGE ENERGY,1045.523483,3348.500884,3348.500884,0.052634904,0.168573949,0.168573949,1,3,3,233.0,382.24472572335753,382.24472572335753,Ethyl Alcohol,FRONT RANGE ENERGY LLC
777,91505,COUNCIL BLUFFS,POTTAWATTAMIE COUNTY,19155,CHP and/or Cogeneration Process,1001865,325193,325193,2015,IA,450,GP-SIRE,OCS (Other combustion source),41.16744,-95.82829,Facility,POINT (-10667556.44639015 5037070.484529925),SOUTHWEST IOWA RENEWABLE ENERGY,412.5095244,1321.1453686999998,1321.1453686999998,0.020767013,0.0665105679999999,0.0665105679999999,1,3,3,233.0,382.24472573908974,382.24472573908974,Ethyl Alcohol,SOUTHWEST IOWA RENEWABLE ENERGY
778,91508,SOUTH BEND,St. Joseph,18141,CHP and/or Cogeneration Process,1000415,325193,325193,2015,IN,450,CP- EU-21,OCS (Other combustion source),41.61670349,-86.29001543,County,POINT (-9605760.578211319 5103735.292215544),Unknown,142.6373505,456.830717142,456.830717142,0.007180808,0.0229982751,0.0229982751,2,6,6,233.0,382.2455695358181,382.2455695358181,Ethyl Alcohol,New Energy Corp.
779,91509,Vicksburg,WARREN COUNTY,28149,CHP and/or Cogeneration Process,1000634,325193,325193,2015,MS,450,CP-,OCS (Other combustion source),32.388258,-90.888467,Facility,POINT (-10117657.86542125 3814384.122304321),"Ergon Biofuels, LLC",475.1944882,1523.759500607,1523.759500607,0.023922769,0.0767094159999999,0.0767094159999999,2,6,6,233.0,382.3271133677443,382.3271133677443,Ethyl Alcohol,ERGON INC
780,91510,MARICOPA,PINAL COUNTY,4021,CHP and/or Cogeneration Process,1001831,325193,325193,2015,AZ,450,GP-Natural Gas Fuel Equipment,OCS (Other combustion source),33.01092,-111.98706,Facility,POINT (-12466342.49463577 3896753.500468153),PINAL ENERGY,1201.267104,3858.293207337,3858.293207337,0.060475522,0.194230386,0.194230386,2,6,6,233.0,382.437752249545,382.437752249545,Ethyl Alcohol,"Kort Investments, LLC"
781,91511,CAMBRIA,COLUMBIA,55021,CHP and/or Cogeneration Process,1001071,325193,325193,2015,WI,450,GP-Ethanol Production,OCS (Other combustion source),43.53731,-89.10315,Facility,POINT (-9918917.286076674 5394116.817744059),DIDION ETHANOL LLC,1060.348105,3398.166344496,3398.166344496,0.053381222,0.171072683,0.171072683,2,6,6,233.0,382.2883239198442,382.2883239198442,Ethyl Alcohol,DIDION MILLING INC
782,91512,GOWRIE,WEBSTER COUNTY,19187,CHP and/or Cogeneration Process,1005727,325193,325193,2015,IA,450,GP-natrual gas,OCS (Other combustion source),42.325307,-94.288244,Facility,POINT (-10496119.30987193 5209834.101983802),POET BIOREFINING-GOWRIE,502.7005201,1610.0003145,1610.0003145,0.025307508,0.081052424,0.081052424,1,3,3,233.0,382.2447257436856,382.2447257436856,Ethyl Alcohol,Frontier Ethanol dba POET Biorefining- Gowrie
783,91513,STOCKTON,SAN JOAQUIN,6077,CHP and/or Cogeneration Process,1007262,325193,325193,2015,CA,450,GP-1,OCS (Other combustion source),37.942848,-121.335341,Facility,POINT (-13506988.37534821 4571355.295093854),PACIFIC ETHANOL STOCKTON LLC,419.7622911,1344.3738242,1344.3738242,0.021132139,0.067679959,0.067679959,1,3,3,233.0,382.2447257384648,382.2447257384648,Ethyl Alcohol,New PE HOLD CO LLC
